,game_date,url,san,uci,colour,side,move,game_state_after,game_state_before,eval_type_after,eval_after,material_eval_after,eval_type_before,eval_before,material_eval_before,flag_blunder,flag_checkmate,flag_check,flag_capture
672,2024-05-04,https://www.chess.com/game/live/108584392269,Nd4,c6d4,black,1,15,-3,-3,cp,-547,1,cp,-545,1,0,0,0,0
673,2024-05-04,https://www.chess.com/game/live/108584392269,Rc1,a1c1,white,0,16,-3,-3,cp,-609,1,cp,-547,1,0,0,0,0
674,2024-05-04,https://www.chess.com/game/live/108584392269,Nb3,d4b3,black,1,16,-3,-3,cp,-603,1,cp,-609,1,0,0,0,0
675,2024-05-04,https://www.chess.com/game/live/108584505737,e4,e2e4,white,0,1,0,0,cp,35,0,cp,31,0,0,0,0,0
676,2024-05-04,https://www.chess.com/game/live/108584505737,c6,c7c6,black,1,1,0,0,cp,44,0,cp,35,0,0,0,0,0
677,2024-05-04,https://www.chess.com/game/live/108584505737,Nf3,g1f3,white,0,2,0,0,cp,35,0,cp,44,0,0,0,0,0
678,2024-05-04,https://www.chess.com/game/live/108584505737,d5,d7d5,black,1,2,0,0,cp,35,0,cp,35,0,0,0,0,0
679,2024-05-04,https://www.chess.com/game/live/108584505737,Nc3,b1c3,white,0,3,0,0,cp,22,0,cp,35,0,0,0,0,0
680,2024-05-04,https://www.chess.com/game/live/108584505737,dxe4,d5e4,black,1,3,0,0,cp,28,-1,cp,22,0,0,0,0,1
681,2024-05-04,https://www.chess.com/game/live/108584505737,Nxe4,c3e4,white,0,4,0,0,cp,33,0,cp,28,-1,0,0,0,1
682,2024-05-04,https://www.chess.com/game/live/108584505737,Nf6,g8f6,black,1,4,0,0,cp,29,0,cp,33,0,0,0,0,0
683,2024-05-04,https://www.chess.com/game/live/108584505737,Nxf6+,e4f6,white,0,5,0,0,cp,30,3,cp,29,0,0,0,1,1
684,2024-05-04,https://www.chess.com/game/live/108584505737,gxf6,g7f6,black,1,5,1,0,cp,103,0,cp,30,3,0,0,0,1
685,2024-05-04,https://www.chess.com/game/live/108584505737,Be2,f1e2,white,0,6,0,1,cp,46,0,cp,103,0,0,0,0,0
686,2024-05-04,https://www.chess.com/game/live/108584505737,Rg8,h8g8,black,1,6,1,0,cp,55,0,cp,46,0,0,0,0,0
687,2024-05-04,https://www.chess.com/game/live/108584505737,g3,g2g3,white,0,7,1,1,cp,56,0,cp,55,0,0,0,0,0
688,2024-05-04,https://www.chess.com/game/live/108584505737,Bh3,c8h3,black,1,7,1,1,cp,54,0,cp,56,0,0,0,0,0
689,2024-05-04,https://www.chess.com/game/live/108584505737,d4,d2d4,white,0,8,0,1,cp,48,0,cp,54,0,0,0,0,0
690,2024-05-04,https://www.chess.com/game/live/108584505737,e6,e7e6,black,1,8,1,0,cp,60,0,cp,48,0,0,0,0,0
691,2024-05-04,https://www.chess.com/game/live/108584505737,Be3,c1e3,white,0,9,0,1,cp,45,0,cp,60,0,0,0,0,0
692,2024-05-04,https://www.chess.com/game/live/108584505737,Bd6,f8d6,black,1,9,1,0,cp,93,0,cp,45,0,0,0,0,0
693,2024-05-04,https://www.chess.com/game/live/108584505737,Qd3,d1d3,white,0,10,1,1,cp,67,0,cp,93,0,0,0,0,0
694,2024-05-04,https://www.chess.com/game/live/108584505737,Nd7,b8d7,black,1,10,3,1,cp,416,0,cp,67,0,1,0,0,0
695,2024-05-04,https://www.chess.com/game/live/108584505737,Qxh7,d3h7,white,0,11,3,3,cp,425,1,cp,416,0,0,0,0,1
696,2024-05-04,https://www.chess.com/game/live/108584990859,e4,e2e4,white,0,1,0,0,cp,35,0,cp,31,0,0,0,0,0
697,2024-05-04,https://www.chess.com/game/live/108584990859,c6,c7c6,black,1,1,0,0,cp,44,0,cp,35,0,0,0,0,0
698,2024-05-04,https://www.chess.com/game/live/108584990859,d4,d2d4,white,0,2,0,0,cp,42,0,cp,44,0,0,0,0,0
699,2024-05-04,https://www.chess.com/game/live/108584990859,d5,d7d5,black,1,2,0,0,cp,37,0,cp,42,0,0,0,0,0
700,2024-05-04,https://www.chess.com/game/live/108584990859,e5,e4e5,white,0,3,0,0,cp,35,0,cp,37,0,0,0,0,0
701,2024-05-04,https://www.chess.com/game/live/108584990859,c5,c6c5,black,1,3,0,0,cp,50,0,cp,35,0,0,0,0,0
702,2024-05-04,https://www.chess.com/game/live/108584990859,c3,c2c3,white,0,4,0,0,cp,27,0,cp,50,0,0,0,0,0
703,2024-05-04,https://www.chess.com/game/live/108584990859,Nc6,b8c6,black,1,4,0,0,cp,34,0,cp,27,0,0,0,0,0
704,2024-05-04,https://www.chess.com/game/live/108584990859,Nf3,g1f3,white,0,5,0,0,cp,-7,0,cp,34,0,0,0,0,0
705,2024-05-04,https://www.chess.com/game/live/108584990859,cxd4,c5d4,black,1,5,0,0,cp,-6,-1,cp,-7,0,0,0,0,1
706,2024-05-04,https://www.chess.com/game/live/108584990859,cxd4,c3d4,white,0,6,0,0,cp,-11,0,cp,-6,-1,0,0,0,1
707,2024-05-04,https://www.chess.com/game/live/108584990859,Bg4,c8g4,black,1,6,0,0,cp,-11,0,cp,-11,0,0,0,0,0
708,2024-05-04,https://www.chess.com/game/live/108584990859,Be3,c1e3,white,0,7,0,0,cp,0,0,cp,-11,0,0,0,0,0
709,2024-05-04,https://www.chess.com/game/live/108584990859,e6,e7e6,black,1,7,0,0,cp,2,0,cp,0,0,0,0,0,0
710,2024-05-04,https://www.chess.com/game/live/108584990859,h3,h2h3,white,0,8,-1,0,cp,-56,0,cp,2,0,0,0,0,0
711,2024-05-04,https://www.chess.com/game/live/108584990859,Bxf3,g4f3,black,1,8,-1,-1,cp,-55,-3,cp,-56,0,0,0,0,1
712,2024-05-04,https://www.chess.com/game/live/108584990859,Qxf3,d1f3,white,0,9,-1,-1,cp,-58,0,cp,-55,-3,0,0,0,1
713,2024-05-04,https://www.chess.com/game/live/108584990859,Qb6,d8b6,black,1,9,0,-1,cp,9,0,cp,-58,0,0,0,0,0
714,2024-05-04,https://www.chess.com/game/live/108584990859,Qe2,f3e2,white,0,10,-1,0,cp,-109,0,cp,9,0,0,0,0,0
715,2024-05-04,https://www.chess.com/game/live/108584990859,Nxd4,c6d4,black,1,10,-1,-1,cp,-94,-1,cp,-109,0,0,0,0,1
716,2024-05-04,https://www.chess.com/game/live/108584990859,Bxd4,e3d4,white,0,11,-2,-1,cp,-237,2,cp,-94,-1,0,0,0,1
717,2024-05-04,https://www.chess.com/game/live/108584990859,Qxd4,b6d4,black,1,11,-2,-2,cp,-231,-1,cp,-237,2,0,0,0,1
718,2024-05-04,https://www.chess.com/game/live/108584990859,Qb5+,e2b5,white,0,12,-2,-2,cp,-263,-1,cp,-231,-1,0,0,1,0
719,2024-05-04,https://www.chess.com/game/live/108584990859,Kd8,e8d8,black,1,12,-2,-2,cp,-232,-1,cp,-263,-1,0,0,0,0
720,2024-05-04,https://www.chess.com/game/live/108584990859,Qxb7,b5b7,white,0,13,-2,-2,cp,-301,0,cp,-232,-1,0,0,0,1
721,2024-05-04,https://www.chess.com/game/live/108584990859,Qxe5+,d4e5,black,1,13,-2,-2,cp,-229,-1,cp,-301,0,0,0,1,1
722,2024-05-04,https://www.chess.com/game/live/108584990859,Be2,f1e2,white,0,14,-2,-2,cp,-214,-1,cp,-229,-1,0,0,0,0
723,2024-05-04,https://www.chess.com/game/live/108584990859,Qb8,e5b8,black,1,14,0,-2,cp,3,-1,cp,-214,-1,1,0,0,0
724,2024-05-04,https://www.chess.com/game/live/108584990859,Qxf7,b7f7,white,0,15,0,0,cp,-12,0,cp,3,-1,0,0,0,1
725,2024-05-04,https://www.chess.com/game/live/108584990859,Qb4+,b8b4,black,1,15,1,0,cp,157,0,cp,-12,0,0,0,1,0
726,2024-05-04,https://www.chess.com/game/live/108584990859,Nd2,b1d2,white,0,16,0,1,cp,-4,0,cp,157,0,0,0,0,0
727,2024-05-04,https://www.chess.com/game/live/108584990859,Qe7,b4e7,black,1,16,1,0,cp,159,0,cp,-4,0,0,0,0,0
728,2024-05-04,https://www.chess.com/game/live/108584990859,Qxe7+,f7e7,white,0,17,0,1,cp,-20,9,cp,159,0,0,0,1,1
729,2024-05-04,https://www.chess.com/game/live/108584990859,Bxe7,f8e7,black,1,17,0,0,cp,-20,0,cp,-20,9,0,0,0,1
730,2024-05-04,https://www.chess.com/game/live/108584990859,O-O,e1g1,white,0,18,0,0,cp,-17,0,cp,-20,0,0,0,0,0
731,2024-05-04,https://www.chess.com/game/live/108584990859,Nf6,g8f6,black,1,18,0,0,cp,18,0,cp,-17,0,0,0,0,0
732,2024-05-04,https://www.chess.com/game/live/108584990859,Rac1,a1c1,white,0,19,0,0,cp,-7,0,cp,18,0,0,0,0,0
733,2024-05-04,https://www.chess.com/game/live/108584990859,Kd7,d8d7,black,1,19,1,0,cp,160,0,cp,-7,0,0,0,0,0
734,2024-05-04,https://www.chess.com/game/live/108584990859,Bb5+,e2b5,white,0,20,1,1,cp,174,0,cp,160,0,0,0,1,0
735,2024-05-04,https://www.chess.com/game/live/108584990859,Kd6,d7d6,black,1,20,2,1,cp,243,0,cp,174,0,0,0,0,0
736,2024-05-04,https://www.chess.com/game/live/108584990859,Rc6+,c1c6,white,0,21,2,2,cp,231,0,cp,243,0,0,0,1,0
737,2024-05-04,https://www.chess.com/game/live/108599371721,e4,e2e4,white,0,1,0,0,cp,35,0,cp,31,0,0,0,0,0
738,2024-05-04,https://www.chess.com/game/live/108599371721,c5,c7c5,black,1,1,0,0,cp,39,0,cp,35,0,0,0,0,0
739,2024-05-04,https://www.chess.com/game/live/108599371721,c3,c2c3,white,0,2,0,0,cp,23,0,cp,39,0,0,0,0,0
740,2024-05-04,https://www.chess.com/game/live/108599371721,e6,e7e6,black,1,2,0,0,cp,35,0,cp,23,0,0,0,0,0
741,2024-05-04,https://www.chess.com/game/live/108599371721,d4,d2d4,white,0,3,0,0,cp,35,0,cp,35,0,0,0,0,0
742,2024-05-04,https://www.chess.com/game/live/108599371721,d5,d7d5,black,1,3,0,0,cp,33,0,cp,35,0,0,0,0,0
743,2024-05-04,https://www.chess.com/game/live/108599371721,e5,e4e5,white,0,4,0,0,cp,29,0,cp,33,0,0,0,0,0
744,2024-05-04,https://www.chess.com/game/live/108599371721,Nc6,b8c6,black,1,4,0,0,cp,36,0,cp,29,0,0,0,0,0
745,2024-05-04,https://www.chess.com/game/live/108599371721,Nf3,g1f3,white,0,5,0,0,cp,29,0,cp,36,0,0,0,0,0
746,2024-05-04,https://www.chess.com/game/live/108599371721,cxd4,c5d4,black,1,5,0,0,cp,37,-1,cp,29,0,0,0,0,1
747,2024-05-04,https://www.chess.com/game/live/108599371721,cxd4,c3d4,white,0,6,0,0,cp,40,0,cp,37,-1,0,0,0,1
748,2024-05-04,https://www.chess.com/game/live/108599371721,Nge7,g8e7,black,1,6,0,0,cp,39,0,cp,40,0,0,0,0,0
749,2024-05-04,https://www.chess.com/game/live/108599371721,a3,a2a3,white,0,7,0,0,cp,47,0,cp,39,0,0,0,0,0
750,2024-05-04,https://www.chess.com/game/live/108599371721,a5,a7a5,black,1,7,1,0,cp,130,0,cp,47,0,0,0,0,0
751,2024-05-04,https://www.chess.com/game/live/108599371721,Bb5,f1b5,white,0,8,1,1,cp,89,0,cp,130,0,0,0,0,0
752,2024-05-04,https://www.chess.com/game/live/108599371721,Qb6,d8b6,black,1,8,1,1,cp,118,0,cp,89,0,0,0,0,0
753,2024-05-04,https://www.chess.com/game/live/108599371721,Nc3,b1c3,white,0,9,1,1,cp,126,0,cp,118,0,0,0,0,0
754,2024-05-04,https://www.chess.com/game/live/108599371721,Bd7,c8d7,black,1,9,1,1,cp,133,0,cp,126,0,0,0,0,0
755,2024-05-04,https://www.chess.com/game/live/108599371721,Be3,c1e3,white,0,10,1,1,cp,69,0,cp,133,0,0,0,0,0
756,2024-05-04,https://www.chess.com/game/live/108599371721,Nf5,e7f5,black,1,10,1,1,cp,80,0,cp,69,0,0,0,0,0
757,2024-05-04,https://www.chess.com/game/live/108599371721,O-O,e1g1,white,0,11,1,1,cp,88,0,cp,80,0,0,0,0,0
758,2024-05-04,https://www.chess.com/game/live/108599371721,Be7,f8e7,black,1,11,1,1,cp,68,0,cp,88,0,0,0,0,0
759,2024-05-04,https://www.chess.com/game/live/108599371721,Qd3,d1d3,white,0,12,0,1,cp,39,0,cp,68,0,0,0,0,0
760,2024-05-04,https://www.chess.com/game/live/108599371721,h6,h7h6,black,1,12,1,0,cp,79,0,cp,39,0,0,0,0,0
761,2024-05-04,https://www.chess.com/game/live/108599371721,Rac1,a1c1,white,0,13,1,1,cp,54,0,cp,79,0,0,0,0,0
762,2024-05-04,https://www.chess.com/game/live/108599371721,O-O,e8g8,black,1,13,1,1,cp,52,0,cp,54,0,0,0,0,0
763,2024-05-04,https://www.chess.com/game/live/108599371721,Na4,c3a4,white,0,14,0,1,cp,28,0,cp,52,0,0,0,0,0
764,2024-05-04,https://www.chess.com/game/live/108599371721,Qd8,b6d8,black,1,14,0,0,cp,28,0,cp,28,0,0,0,0,0
765,2024-05-04,https://www.chess.com/game/live/108599371721,Nc5,a4c5,white,0,15,0,0,cp,25,0,cp,28,0,0,0,0,0
766,2024-05-04,https://www.chess.com/game/live/108599371721,Bxc5,e7c5,black,1,15,0,0,cp,38,-3,cp,25,0,0,0,0,1
767,2024-05-04,https://www.chess.com/game/live/108599371721,Rxc5,c1c5,white,0,16,1,0,cp,51,0,cp,38,-3,0,0,0,1
768,2024-05-04,https://www.chess.com/game/live/108599371721,f6,f7f6,black,1,16,1,1,cp,136,0,cp,51,0,0,0,0,0
769,2024-05-04,https://www.chess.com/game/live/108599371721,exf6,e5f6,white,0,17,1,1,cp,87,1,cp,136,0,0,0,0,1
770,2024-05-04,https://www.chess.com/game/live/108599371721,Qxf6,d8f6,black,1,17,1,1,cp,75,0,cp,87,1,0,0,0,1
771,2024-05-04,https://www.chess.com/game/live/108599371721,Rfc1,f1c1,white,0,18,1,1,cp,73,0,cp,75,0,0,0,0,0
772,2024-05-04,https://www.chess.com/game/live/108599371721,Rac8,a8c8,black,1,18,1,1,cp,108,0,cp,73,0,0,0,0,0
773,2024-05-04,https://www.chess.com/game/live/108599371721,a4,a3a4,white,0,19,0,1,cp,18,0,cp,108,0,0,0,0,0
774,2024-05-04,https://www.chess.com/game/live/108599371721,b6,b7b6,black,1,19,2,0,cp,339,0,cp,18,0,1,0,0,0
775,2024-05-04,https://www.chess.com/game/live/108599371721,R5c3,c5c3,white,0,20,1,2,cp,131,0,cp,339,0,0,0,0,0
776,2024-05-04,https://www.chess.com/game/live/108599371721,Nfe7,f5e7,black,1,20,2,1,cp,388,0,cp,131,0,0,0,0,0
777,2024-05-04,https://www.chess.com/game/live/108599371721,Ne5,f3e5,white,0,21,3,2,cp,424,0,cp,388,0,0,0,0,0
778,2024-05-04,https://www.chess.com/game/live/108599371721,Nb4,c6b4,black,1,21,3,3,cp,579,0,cp,424,0,0,0,0,0
779,2024-05-04,https://www.chess.com/game/live/108599371721,Nxd7,e5d7,white,0,22,3,3,cp,584,3,cp,579,0,0,0,0,1
780,2024-05-04,https://www.chess.com/game/live/108599371721,Qxf2+,f6f2,black,1,22,3,3,cp,716,2,cp,584,3,0,0,1,1
781,2024-05-04,https://www.chess.com/game/live/108599371721,Bxf2,e3f2,white,0,23,3,3,cp,725,11,cp,716,2,0,0,0,1
782,2024-05-04,https://www.chess.com/game/live/108599371721,Nxd3,b4d3,black,1,23,3,3,cp,734,2,cp,725,11,0,0,0,1
783,2024-05-04,https://www.chess.com/game/live/108599371721,Rxc8,c3c8,white,0,24,3,3,cp,727,7,cp,734,2,0,0,0,1
784,2024-05-04,https://www.chess.com/game/live/108599371721,Rxc8,f8c8,black,1,24,3,3,cp,729,2,cp,727,7,0,0,0,1
785,2024-05-04,https://www.chess.com/game/live/108599371721,Rxc8+,c1c8,white,0,25,3,3,cp,728,7,cp,729,2,0,0,1,1
786,2024-05-04,https://www.chess.com/game/live/108599371721,Nxc8,e7c8,black,1,25,3,3,cp,720,2,cp,728,7,0,0,0,1
787,2024-05-04,https://www.chess.com/game/live/108599371721,Bxd3,b5d3,white,0,26,3,3,cp,715,5,cp,720,2,0,0,0,1
788,2024-05-04,https://www.chess.com/game/live/108600058359,e4,e2e4,white,0,1,0,0,cp,35,0,cp,31,0,0,0,0,0
789,2024-05-04,https://www.chess.com/game/live/108600058359,d6,d7d6,black,1,1,0,0,cp,39,0,cp,35,0,0,0,0,0
790,2024-05-04,https://www.chess.com/game/live/108600058359,d4,d2d4,white,0,2,0,0,cp,45,0,cp,39,0,0,0,0,0
791,2024-05-04,https://www.chess.com/game/live/108600058359,Nf6,g8f6,black,1,2,1,0,cp,53,0,cp,45,0,0,0,0,0
792,2024-05-04,https://www.chess.com/game/live/108600058359,Nc3,b1c3,white,0,3,1,1,cp,60,0,cp,53,0,0,0,0,0
793,2024-05-04,https://www.chess.com/game/live/108600058359,g6,g7g6,black,1,3,1,1,cp,67,0,cp,60,0,0,0,0,0
794,2024-05-04,https://www.chess.com/game/live/108600058359,Nf3,g1f3,white,0,4,1,1,cp,63,0,cp,67,0,0,0,0,0
795,2024-05-04,https://www.chess.com/game/live/108600058359,Bg7,f8g7,black,1,4,1,1,cp,62,0,cp,63,0,0,0,0,0
796,2024-05-04,https://www.chess.com/game/live/108600058359,Be2,f1e2,white,0,5,0,1,cp,47,0,cp,62,0,0,0,0,0
797,2024-05-04,https://www.chess.com/game/live/108600058359,O-O,e8g8,black,1,5,0,0,cp,44,0,cp,47,0,0,0,0,0
798,2024-05-04,https://www.chess.com/game/live/108600058359,Be3,c1e3,white,0,6,0,0,cp,37,0,cp,44,0,0,0,0,0
799,2024-05-04,https://www.chess.com/game/live/108600058359,Nbd7,b8d7,black,1,6,1,0,cp,55,0,cp,37,0,0,0,0,0
800,2024-05-04,https://www.chess.com/game/live/108600058359,O-O,e1g1,white,0,7,0,1,cp,39,0,cp,55,0,0,0,0,0
801,2024-05-04,https://www.chess.com/game/live/108600058359,c5,c7c5,black,1,7,1,0,cp,95,0,cp,39,0,0,0,0,0
802,2024-05-04,https://www.chess.com/game/live/108600058359,b3,b2b3,white,0,8,0,1,cp,-17,0,cp,95,0,0,0,0,0
803,2024-05-04,https://www.chess.com/game/live/108600058359,cxd4,c5d4,black,1,8,0,0,cp,-17,-1,cp,-17,0,0,0,0,1
804,2024-05-04,https://www.chess.com/game/live/108600058359,Nxd4,f3d4,white,0,9,0,0,cp,-29,0,cp,-17,-1,0,0,0,1
805,2024-05-04,https://www.chess.com/game/live/108600058359,Ne5,d7e5,black,1,9,0,0,cp,32,0,cp,-29,0,0,0,0,0
806,2024-05-04,https://www.chess.com/game/live/108600058359,h3,h2h3,white,0,10,0,0,cp,39,0,cp,32,0,0,0,0,0
807,2024-05-04,https://www.chess.com/game/live/108600058359,Be6,c8e6,black,1,10,1,0,cp,76,0,cp,39,0,0,0,0,0
808,2024-05-04,https://www.chess.com/game/live/108600058359,a4,a2a4,white,0,11,0,1,cp,36,0,cp,76,0,0,0,0,0
809,2024-05-04,https://www.chess.com/game/live/108600058359,a6,a7a6,black,1,11,1,0,cp,78,0,cp,36,0,0,0,0,0
810,2024-05-04,https://www.chess.com/game/live/108600058359,Qd2,d1d2,white,0,12,1,1,cp,54,0,cp,78,0,0,0,0,0
811,2024-05-04,https://www.chess.com/game/live/108600058359,d5,d6d5,black,1,12,1,1,cp,148,0,cp,54,0,0,0,0,0
812,2024-05-04,https://www.chess.com/game/live/108600058359,Nxe6,d4e6,white,0,13,0,1,cp,32,3,cp,148,0,0,0,0,1
813,2024-05-04,https://www.chess.com/game/live/108600058359,fxe6,f7e6,black,1,13,0,0,cp,20,0,cp,32,3,0,0,0,1
814,2024-05-04,https://www.chess.com/game/live/108600058359,Bf4,e3f4,white,0,14,0,0,cp,20,0,cp,20,0,0,0,0,0
815,2024-05-04,https://www.chess.com/game/live/108600058359,Nxe4,f6e4,black,1,14,0,0,cp,19,-1,cp,20,0,0,0,0,1
816,2024-05-04,https://www.chess.com/game/live/108600058359,Nxe4,c3e4,white,0,15,0,0,cp,13,2,cp,19,-1,0,0,0,1
817,2024-05-04,https://www.chess.com/game/live/108600058359,dxe4,d5e4,black,1,15,0,0,cp,21,-1,cp,13,2,0,0,0,1
818,2024-05-04,https://www.chess.com/game/live/108600058359,Rad1,a1d1,white,0,16,0,0,cp,-16,-1,cp,21,-1,0,0,0,0
819,2024-05-04,https://www.chess.com/game/live/108600058359,Qxd2,d8d2,black,1,16,0,0,cp,-10,-10,cp,-16,-1,0,0,0,1
820,2024-05-04,https://www.chess.com/game/live/108600058359,Rxd2,d1d2,white,0,17,-3,0,cp,-485,-1,cp,-10,-10,1,0,0,1
821,2024-05-04,https://www.chess.com/game/live/108600058359,Rxf4,f8f4,black,1,17,-3,-3,cp,-496,-4,cp,-485,-1,0,0,0,1
822,2024-05-04,https://www.chess.com/game/live/108601183487,e4,e2e4,white,0,1,0,0,cp,35,0,cp,31,0,0,0,0,0
823,2024-05-04,https://www.chess.com/game/live/108601183487,c6,c7c6,black,1,1,0,0,cp,44,0,cp,35,0,0,0,0,0
824,2024-05-04,https://www.chess.com/game/live/108601183487,d4,d2d4,white,0,2,0,0,cp,42,0,cp,44,0,0,0,0,0
825,2024-05-04,https://www.chess.com/game/live/108601183487,d5,d7d5,black,1,2,0,0,cp,37,0,cp,42,0,0,0,0,0
826,2024-05-04,https://www.chess.com/game/live/108601183487,Nc3,b1c3,white,0,3,0,0,cp,30,0,cp,37,0,0,0,0,0
827,2024-05-04,https://www.chess.com/game/live/108601183487,dxe4,d5e4,black,1,3,0,0,cp,34,-1,cp,30,0,0,0,0,1
828,2024-05-04,https://www.chess.com/game/live/108601183487,Nxe4,c3e4,white,0,4,0,0,cp,40,0,cp,34,-1,0,0,0,1
829,2024-05-04,https://www.chess.com/game/live/108601183487,Nf6,g8f6,black,1,4,0,0,cp,39,0,cp,40,0,0,0,0,0
830,2024-05-04,https://www.chess.com/game/live/108601183487,Ng3,e4g3,white,0,5,0,0,cp,7,0,cp,39,0,0,0,0,0
831,2024-05-04,https://www.chess.com/game/live/108601183487,Bg4,c8g4,black,1,5,0,0,cp,39,0,cp,7,0,0,0,0,0
832,2024-05-04,https://www.chess.com/game/live/108601183487,Be2,f1e2,white,0,6,0,0,cp,0,0,cp,39,0,0,0,0,0
833,2024-05-04,https://www.chess.com/game/live/108601183487,Bxe2,g4e2,black,1,6,0,0,cp,8,-3,cp,0,0,0,0,0,1
834,2024-05-04,https://www.chess.com/game/live/108601183487,N1xe2,g1e2,white,0,7,0,0,cp,13,0,cp,8,-3,0,0,0,1
835,2024-05-04,https://www.chess.com/game/live/108601183487,e6,e7e6,black,1,7,0,0,cp,12,0,cp,13,0,0,0,0,0
836,2024-05-04,https://www.chess.com/game/live/108601183487,O-O,e1g1,white,0,8,0,0,cp,14,0,cp,12,0,0,0,0,0
837,2024-05-04,https://www.chess.com/game/live/108601183487,Be7,f8e7,black,1,8,0,0,cp,15,0,cp,14,0,0,0,0,0
838,2024-05-04,https://www.chess.com/game/live/108601183487,Be3,c1e3,white,0,9,0,0,cp,6,0,cp,15,0,0,0,0,0
839,2024-05-04,https://www.chess.com/game/live/108601183487,O-O,e8g8,black,1,9,0,0,cp,15,0,cp,6,0,0,0,0,0
840,2024-05-04,https://www.chess.com/game/live/108601183487,c3,c2c3,white,0,10,0,0,cp,-12,0,cp,15,0,0,0,0,0
841,2024-05-04,https://www.chess.com/game/live/108601183487,Nbd7,b8d7,black,1,10,0,0,cp,2,0,cp,-12,0,0,0,0,0
842,2024-05-04,https://www.chess.com/game/live/108601183487,Qd3,d1d3,white,0,11,0,0,cp,-15,0,cp,2,0,0,0,0,0
843,2024-05-04,https://www.chess.com/game/live/108601183487,Re8,f8e8,black,1,11,0,0,cp,-14,0,cp,-15,0,0,0,0,0
844,2024-05-04,https://www.chess.com/game/live/108601183487,Ne4,g3e4,white,0,12,0,0,cp,-14,0,cp,-14,0,0,0,0,0
845,2024-05-04,https://www.chess.com/game/live/108601183487,Nf8,d7f8,black,1,12,0,0,cp,-9,0,cp,-14,0,0,0,0,0
846,2024-05-04,https://www.chess.com/game/live/108601183487,Bg5,e3g5,white,0,13,-1,0,cp,-96,0,cp,-9,0,0,0,0,0
847,2024-05-04,https://www.chess.com/game/live/108601183487,Ng6,f8g6,black,1,13,0,-1,cp,1,0,cp,-96,0,0,0,0,0
848,2024-05-04,https://www.chess.com/game/live/108601183487,Bxf6,g5f6,white,0,14,0,0,cp,3,3,cp,1,0,0,0,0,1
849,2024-05-04,https://www.chess.com/game/live/108601183487,Bxf6,e7f6,black,1,14,0,0,cp,-2,0,cp,3,3,0,0,0,1
850,2024-05-04,https://www.chess.com/game/live/108601183487,N2g3,e2g3,white,0,15,0,0,cp,-32,0,cp,-2,0,0,0,0,0
851,2024-05-04,https://www.chess.com/game/live/108601183487,e5,e6e5,black,1,15,0,0,cp,-1,0,cp,-32,0,0,0,0,0
852,2024-05-04,https://www.chess.com/game/live/108601183487,Nxf6+,e4f6,white,0,16,0,0,cp,-9,3,cp,-1,0,0,0,1,1
853,2024-05-04,https://www.chess.com/game/live/108601183487,gxf6,g7f6,black,1,16,1,0,cp,151,0,cp,-9,3,0,0,0,1
854,2024-05-04,https://www.chess.com/game/live/108601183487,Ne4,g3e4,white,0,17,-1,1,cp,-65,0,cp,151,0,1,0,0,0
855,2024-05-04,https://www.chess.com/game/live/108601183487,f5,f6f5,black,1,17,-1,-1,cp,-72,0,cp,-65,0,0,0,0,0
856,2024-05-04,https://www.chess.com/game/live/108601183487,Ng3,e4g3,white,0,18,-1,-1,cp,-73,0,cp,-72,0,0,0,0,0
857,2024-05-04,https://www.chess.com/game/live/108601183487,Qd7,d8d7,black,1,18,1,-1,cp,119,0,cp,-73,0,1,0,0,0
858,2024-05-04,https://www.chess.com/game/live/108601183487,Qxf5,d3f5,white,0,19,1,1,cp,111,1,cp,119,0,0,0,0,1
859,2024-05-04,https://www.chess.com/game/live/108601183487,Qxf5,d7f5,black,1,19,1,1,cp,105,-8,cp,111,1,0,0,0,1
860,2024-05-04,https://www.chess.com/game/live/108601183487,Nxf5,g3f5,white,0,20,1,1,cp,99,1,cp,105,-8,0,0,0,1
861,2024-05-04,https://www.chess.com/game/live/108601183487,exd4,e5d4,black,1,20,1,1,cp,100,0,cp,99,1,0,0,0,1
862,2024-05-04,https://www.chess.com/game/live/108601183487,Nxd4,f5d4,white,0,21,1,1,cp,95,1,cp,100,0,0,0,0,1
863,2024-05-04,https://www.chess.com/game/live/108601183487,c5,c6c5,black,1,21,1,1,cp,116,1,cp,95,1,0,0,0,0
864,2024-05-04,https://www.chess.com/game/live/108601183487,Nb5,d4b5,white,0,22,1,1,cp,51,1,cp,116,1,0,0,0,0
865,2024-05-04,https://www.chess.com/game/live/108601183487,Re2,e8e2,black,1,22,1,1,cp,60,1,cp,51,1,0,0,0,0
866,2024-05-04,https://www.chess.com/game/live/108601183487,Rab1,a1b1,white,0,23,0,1,cp,46,1,cp,60,1,0,0,0,0
867,2024-05-04,https://www.chess.com/game/live/108601183487,a6,a7a6,black,1,23,1,0,cp,126,1,cp,46,1,0,0,0,0
868,2024-05-04,https://www.chess.com/game/live/108601183487,Nc7,b5c7,white,0,24,0,1,cp,-4,1,cp,126,1,0,0,0,0
869,2024-05-04,https://www.chess.com/game/live/108601183487,Rd8,a8d8,black,1,24,0,0,cp,-2,1,cp,-4,1,0,0,0,0
870,2024-05-04,https://www.chess.com/game/live/108601183487,Rfe1,f1e1,white,0,25,0,0,cp,2,1,cp,-2,1,0,0,0,0
